Textos_espanol,sdg,words
"De hecho, la mortalidad a los 30 días por IAM registró uno de los descensos más pronunciados de la UE y se situó en el bajísimo nivel de 6,9 ​​por 100 pacientes en 2015. Esta cifra es inferior a la de Alemania (7,7), Austria (7,4) y el Reino Unido. (7.2) (Figura 10). Sin embargo, la mortalidad a los 30 días por accidente cerebrovascular es promedio en comparación con otros países y podría mejorarse aún más, particularmente dado que los países vecinos, Alemania y Austria, logran tasas notablemente más bajas.",3,hecho mortalidad thirty dias iam registro descensos mas pronunciados ue situo bajisimo nivel 69 one hundred pacientes two thousand and fifteen cifra inferior alemania 77 austria 74 reino unido 72 figura ten embargo mortalidad thirty dias accidente cerebrovascular promedio comparacion paises podria mejorarse aun mas particularmente dado paises vecinos alemania austria logran tasas notablemente mas bajas
"Sin embargo, el sector de atención primaria no es tan fuerte como podría ser, y la salud y el acceso a la atención médica deficientes persisten en las áreas rurales y remotas. Se deben tomar varios pasos si se quiere hacer realidad la ambición de tener la atención primaria al frente y en el centro del sistema de salud, particularmente para abordar las enfermedades crónicas. La información transparente de un conjunto más amplio de medidas de calidad y resultados mejorará el desempeño y el estado del sector y ayudará a desarrollar una fuerza laboral especializada en atención primaria, una prioridad estrechamente relacionada.",3,embargo sector atencion primaria tan fuerte podria ser salud acceso atencion medica deficientes persisten areas rurales remotas deben tomar varios pasos si quiere hacer realidad ambicion tener atencion primaria frente centro sistema salud particularmente abordar enfermedades cronicas informacion transparente conjunto mas amplio medidas calidad resultados mejorara desempeno sector ayudara desarrollar fuerza laboral especializada atencion primaria prioridad estrechamente relacionada
"Gracias a los avances clínicos y de salud pública, se han reducido enormemente las tasas de enfermedades infecciosas en los ocho países. Se observan reducciones similares en otros países de la OCDE en distintos periodos de tiempo. Obsérvese que el número de muertes por enfermedades infecciosas incluye el SIDA. A medida que disminuía la prevalencia de las enfermedades infecciosas, se prestó más atención a las enfermedades agudas. En la mayoría de los países de la OCDE, los cinco componentes del sistema sanitario se centraron en la prevención y el tratamiento de las enfermedades agudas. Las enfermedades agudas se convirtieron en la principal preocupación de la segunda mitad del siglo XX.",3,gracias avances clinicos salud publica reducido enormemente tasas enfermedades infecciosas ocho paises observan reducciones similares paises ocde distintos periodos tiempo observese numero muertes enfermedades infecciosas incluye sida medida disminuia prevalencia enfermedades infecciosas presto mas atencion enfermedades agudas mayoria paises ocde cinco componentes sistema sanitario centraron prevencion tratamiento enfermedades agudas enfermedades agudas convirtieron principal preocupacion segunda mitad siglo xx
"El seguimiento de los pacientes a través de diferentes eventos de salud y atención médica a menudo requiere la vinculación de los registros de pacientes a través de bases de datos. La vinculación de registros implica la vinculación de dos o más bases de datos utilizando un identificador de paciente único. En 2012, 14 países tenían datos nacionales que contenían información de identificación que podría usarse para vincular registros para datos de pacientes hospitalizados, por ejemplo (OCDE, 2013c). Solo Australia, Alemania, Polonia y los Estados Unidos no informaron un número de identificación único dentro de sus bases de datos nacionales de hospitalización.",3,seguimiento pacientes traves diferentes eventos salud atencion medica menudo requiere vinculacion registros pacientes traves bases datos vinculacion registros implica vinculacion dos mas bases datos utilizando identificador paciente unico two thousand and twelve fourteen paises tenian datos nacionales contenian informacion identificacion podria usarse vincular registros datos pacientes hospitalizados ejemplo ocde 2013c solo australia alemania polonia unidos informaron numero identificacion unico dentro bases datos nacionales hospitalizacion
"Para esto, Dinamarca debe continuar monitoreando el impacto en la equidad de cualquier reforma importante que afecte los servicios de salud, como la reforma de la especialización hospitalaria. Usando su ventaja de datos, Dinamarca puede desear ser pionera en el monitoreo de la frecuencia de los viajes a los hospitales para recibir tratamiento. Sería importante informar el tiempo promedio de viaje al hospital más cercano, el rendimiento de las ambulancias y la medida en que los pacientes han tenido que viajar para llegar a la atención primaria o los servicios de emergencia, como en los Países Bajos. Si bien un mayor uso de equipos móviles como en los Países Bajos y servicios de ambulancia como en Francia tienen costos unitarios altos, estos deben compensarse con consideraciones de seguridad.",3,dinamarca debe continuar monitoreando impacto equidad cualquier reforma importante afecte servicios salud reforma especializacion hospitalaria usando ventaja datos dinamarca puede desear ser pionera monitoreo frecuencia viajes hospitales recibir tratamiento seria importante informar tiempo promedio viaje hospital mas cercano rendimiento ambulancias medida pacientes viajar llegar atencion primaria servicios emergencia paises bajos si bien mayor uso equipos moviles paises bajos servicios ambulancia francia costos unitarios altos deben compensarse consideraciones seguridad
"Ginebra: Unión Internacional de Telecomunicaciones, 2015 (http://www. Cole-Lewis H, Kershaw T. Text messaging as a tool for behavior change in disease prevention and management. Epidemiol Rev 2010,32:56-69. Prevenir las enfermedades crónicas: una inversión vital: Informe mundial de la OMS. Ginebra: Organización Mundial de la Salud, 2005 (http://www.who.int/chp/chronic_disease_report/full_report.pdf, consultado el 1 de agosto de 2015).",3,ginebra union internacional telecomunicaciones two thousand and fifteen http www colelewis h kershaw t text messaging as tool for behavior change in disease prevention and management epidemiol rev 2010325669 prevenir enfermedades cronicas inversion vital informe mundial oms ginebra organizacion mundial salud two thousand and five http wwwwhointchpchronic_disease_reportfull_reportpdf consultado one agosto two thousand and fifteen
"Las tasas de tabaquismo también han comenzado a disminuir, sobre todo entre los jóvenes, pero las iniciativas no logran llegar a los menos favorecidos (ver la Sección 3). En 2014, el programa 'Sobrio y más saludable' inició sus actividades para generar conciencia sobre los daños relacionados con el alcohol. Actualmente, el Parlamento está discutiendo limitar la publicidad de alcohol y tener restricciones de venta.",3,tasas tabaquismo tambien comenzado disminuir jovenes iniciativas logran llegar menos favorecidos ver seccion three two thousand and fourteen programa sobrio mas saludable inicio actividades generar conciencia danos relacionados alcohol actualmente parlamento discutiendo limitar publicidad alcohol tener restricciones venta
"La esperanza de vida entre los jóvenes de 20 a 24 años era de 54,4 años en 1990 y sólo había aumentado a 54,7 años en 2010. En un periodo de tiempo comparable, la esperanza de vida entre los jóvenes de 20-24 años aumentó de 54,7 a 59,0 años en la vecina Siria, que aún no había sufrido un conflicto violento. Durante la invasión de 2003, las instituciones públicas, incluidas las instalaciones sanitarias, fueron saqueadas con frecuencia.",3,esperanza vida jovenes twenty twentyfour anos 544 anos one thousand nine hundred and ninety solo habia aumentado 547 anos two thousand and ten periodo tiempo comparable esperanza vida jovenes 2024 anos aumento 547 590 anos vecina siria aun habia sufrido conflicto violento invasion two thousand and three instituciones publicas incluidas instalaciones sanitarias saqueadas frecuencia
"La disponibilidad de indicadores por dimensiones clave de la desigualdad es esencial para mapear y monitorear tales disparidades. Fortalecer la infraestructura de información de salud requiere pasos para recopilar más información sobre los resultados y la calidad de la atención (sobre todo en la atención primaria), así como sobre las variaciones de la práctica y las desigualdades en salud. Publicar datos, brindar retroalimentación sobre el desempeño y recompensar la atención de alta calidad son instrumentos clave para promover la rendición de cuentas, facilitar el aprendizaje compartido e impulsar la mejora de la calidad.",3,disponibilidad indicadores dimensiones clave desigualdad esencial mapear monitorear tales disparidades fortalecer infraestructura informacion salud requiere pasos recopilar mas informacion resultados calidad atencion atencion primaria asi variaciones practica desigualdades salud publicar datos brindar retroalimentacion desempeno recompensar atencion alta calidad instrumentos clave promover rendicion cuentas facilitar aprendizaje compartido impulsar mejora calidad
"En 2006, el Grupo de Washington sobre Estadísticas de Discapacidad aprobó un ""conjunto breve"" de seis preguntas sobre discapacidad para usar en los censos de población, que cubren los dominios de ver, oír, caminar, cognición, cuidado personal y comunicación. Actualmente, el Grupo está llevando a cabo la prueba de campo de un ""conjunto ampliado"" de preguntas para uso en encuestas de hogares, que cubre los 10 dominios de visión, audición, parte superior del cuerpo, aprendizaje, cognición, afecto, dolor, fatiga y comunicación (Estados Unidos). Naciones, 2010).",3,two thousand and six grupo washington estadisticas discapacidad aprobo conjunto breve seis preguntas discapacidad usar censos poblacion cubren dominios ver oir caminar cognicion cuidado personal comunicacion actualmente grupo llevando cabo prueba campo conjunto ampliado preguntas uso encuestas hogares cubre ten dominios vision audicion parte superior cuerpo aprendizaje cognicion afecto dolor fatiga comunicacion unidos naciones two thousand and ten
"La mayor parte de los 5 millones de muertes que se producen cada año por epidemias de las principales enfermedades infecciosas -como el VIH/sida, la tuberculosis, la malaria y la hepatitis viral- ocurren en paÃses de ingresos bajos y medios. Al mismo tiempo, el 80% de las muertes en 2013 por enfermedades no transmisibles -como enfermedades cardiovasculares, cánceres, enfermedades respiratorias crónicas y diabetes- se produjeron en paÃses de ingresos bajos y medios. La falta de acceso a medicamentos esenciales es uno de los factores que contribuyen a estas muertes, muchas de las cuales podrían haberse evitado.",3,mayor parte five millones muertes producen cada ano epidemias principales enfermedades infecciosas vihsida tuberculosis malaria hepatitis viral ocurren paases ingresos bajos medios mismo tiempo eighty muertes two thousand and thirteen enfermedades transmisibles enfermedades cardiovasculares canceres enfermedades respiratorias cronicas diabetes produjeron paases ingresos bajos medios falta acceso medicamentos esenciales factores contribuyen muertes muchas cuales podrian haberse evitado
"En Australia, la HoNOS es obligatoria como medida de resultado estándar para todos los pacientes que reciben atención de salud mental hospitalaria o ambulatoria. Se espera que todos los pacientes completen la HoNOS al menos dos veces (Jacobs, 2009). En 2006, el Gobierno holandés introdujo un mercado de seguros competitivo para la asistencia sanitaria, incluida la salud mental.",3,australia honos obligatoria medida resultado estandar pacientes reciben atencion salud mental hospitalaria ambulatoria espera pacientes completen honos menos dos veces jacobs two thousand and nine two thousand and six gobierno holandes introdujo mercado seguros competitivo asistencia sanitaria incluida salud mental
"Las contribuciones para la salud generalmente se fijan en 7,65% del ingreso bruto (compartido entre empleados y empleadores). No hay competencia entre fondos. Los pacientes también pueden ver a médicos no contratados, pero solo se les reembolsa el 80% de lo que el seguro normalmente pagaría por la atención contratada. Los pagos por atención no contratada representan una gran parte del gasto de bolsillo.",3,contribuciones salud generalmente fijan 765 ingreso bruto compartido empleados empleadores competencia fondos pacientes tambien pueden ver medicos contratados solo reembolsa eighty seguro normalmente pagaria atencion contratada pagos atencion contratada representan gran parte gasto bolsillo
"La financiación de la atención primaria sigue aumentando, junto con los pagos a los médicos de cabecera basados en el rendimiento. Estas medidas incluyen la ampliación de la lista de países de referencia y cambios en la fijación de los precios de referencia, nuevos requisitos para la fijación de precios de los genéricos, introducción de acuerdos de costes y volumen con los productores, una lista positiva de medicamentos reembolsados y la elección por parte del paciente del medicamento con el copago más bajo Inicialmente, estas medidas condujeron a una disminución del gasto farmacéutico y a una cierta mejora del acceso de los pacientes a los medicamentos (Kacevicius y Karanikolos, 2013). Sin embargo, más recientemente, tanto el gasto público como el privado en medicamentos farmacéuticos ha vuelto a aumentar, representando el 28 % del gasto sanitario total, uno de los niveles más altos de la UE.",3,financiacion atencion primaria sigue aumentando junto pagos medicos cabecera basados rendimiento medidas incluyen ampliacion lista paises referencia cambios fijacion precios referencia nuevos requisitos fijacion precios genericos introduccion acuerdos costes volumen productores lista positiva medicamentos reembolsados eleccion parte paciente medicamento copago mas bajo inicialmente medidas condujeron disminucion gasto farmaceutico cierta mejora acceso pacientes medicamentos kacevicius karanikolos two thousand and thirteen embargo mas recientemente gasto publico privado medicamentos farmaceuticos vuelto aumentar representando twentyeight gasto sanitario total niveles mas altos ue
"Aunque el sector de atención primaria está bien desarrollado (ver arriba en la Sección 1), la mayoría de los EBAIS solo ofrecen citas por la mañana y temprano en la tarde, y cierran alrededor de las 3:00 p. m. Según los informes, los pacientes se levantan muy temprano para comenzar a hacer cola para una cita. Tales dificultades hacen que muchos pacientes acudan directamente a los servicios de urgencias hospitalarios para recibir atención primaria.",3,aunque sector atencion primaria bien desarrollado ver arriba seccion one mayoria ebais solo ofrecen citas manana temprano tarde cierran alrededor 300 p m segun informes pacientes levantan temprano comenzar hacer cola cita tales dificultades hacen pacientes acudan directamente servicios urgencias hospitalarios recibir atencion primaria
"Parece existir un consenso nacional abrumador a la hora de hacer de la calidad y la seguridad una prioridad política. Ello viene marcado por la mejora de la cultura de la transparencia y el avance hacia la obligatoriedad de las normas y la acreditación de los hospitales. Esta labor debe evaluarse y perfeccionarse para garantizar que la mejora de la calidad evolucione de la medición a la gestión del cambio. Mientras gran parte de la atención se ha centrado en los hospitales, la calidad de la atención primaria ha recibido menos atención.",3,parece existir consenso nacional abrumador hora hacer calidad seguridad prioridad politica ello viene marcado mejora cultura transparencia avance hacia obligatoriedad normas acreditacion hospitales labor debe evaluarse perfeccionarse garantizar mejora calidad evolucione medicion gestion cambio mientras gran parte atencion centrado hospitales calidad atencion primaria recibido menos atencion
"Entre los adultos jóvenes menores de 50 años, el aumento de las tasas de mortalidad por envenenamiento accidental (una gran proporción de las cuales se debieron al uso indebido de drogas) aumentó las tasas generales de mortalidad a estas edades durante 2011-16, lo que tuvo una pequeña contribución negativa a los cambios en la esperanza de vida al nacer en Inglaterra. (PHE, 2018c, ONS, 2018d). Los niveles altos o crecientes de mortalidad por sobredosis de drogas son evidentes en varios países de altos ingresos (por ejemplo, el Reino Unido, Suecia, Canadá, Australia), aunque no se acercan a los niveles de los EE. UU. (Ho y Hendi, 2018). En los EE. UU., las tasas de mortalidad en rápido aumento por la crisis de sobredosis de drogas a gran escala entre hombres y mujeres jóvenes, y por lesiones no intencionales en general, contribuyen significativamente a la caída de la esperanza de vida (Recuadro 6.2) (Sherry et al, 2018). La ""crisis"" de los opiáceos en EE. UU. incluye el uso tanto de opiáceos ilegales como de analgésicos a base de opiáceos recetados. Canadá también está experimentando una grave crisis de opioides, especialmente entre los adultos jóvenes y de mediana edad, lo que está ralentizando las mejoras en la esperanza de vida (Gobierno de Canadá, 2018).",3,adultos jovenes menores fifty anos aumento tasas mortalidad envenenamiento accidental gran proporcion cuales debieron uso indebido drogas aumento tasas generales mortalidad edades 201116 pequena contribucion negativa cambios esperanza vida nacer inglaterra phe 2018c ons 2018d niveles altos crecientes mortalidad sobredosis drogas evidentes varios paises altos ingresos ejemplo reino unido suecia canada australia aunque acercan niveles ee uu ho hendi two thousand and eighteen ee uu tasas mortalidad rapido aumento crisis sobredosis drogas gran escala hombres mujeres jovenes lesiones intencionales general contribuyen significativamente caida esperanza vida recuadro 62 sherry et two thousand and eighteen crisis opiaceos ee uu incluye uso opiaceos ilegales analgesicos base opiaceos recetados canada tambien experimentando grave crisis opioides especialmente adultos jovenes mediana edad ralentizando mejoras esperanza vida gobierno canada two thousand and eighteen
"Los tipos de servicios incluyen, entre otros, servicios médicos, equipos médicos duraderos, pruebas de laboratorio y servicios hospitalarios ambulatorios. Cada categoría de gasto se proyecta sobre la base de las recientes tendencias pasadas de crecimiento por afiliado, junto con los límites legislativos aplicables a las actualizaciones de los pagos. Para proyectar los costes futuros de la parte D21 del SMI, se utiliza como base de proyección el gasto per cápita histórico de los beneficiarios de planes privados de dmg con receta, los beneficiarios de rentas bajas y los beneficiarios de planes de salud para jubilados patrocinados por la empresa.",3,tipos servicios incluyen servicios medicos equipos medicos duraderos pruebas laboratorio servicios hospitalarios ambulatorios cada categoria gasto proyecta base recientes tendencias pasadas crecimiento afiliado junto limites legislativos aplicables actualizaciones pagos proyectar costes futuros parte d21 smi utiliza base proyeccion gasto per capita historico beneficiarios planes privados dmg receta beneficiarios rentas bajas beneficiarios planes salud jubilados patrocinados empresa
"En muchos países de la OCDE, las políticas de reembolso, especialmente para medicamentos, se basan en HTA. Por ejemplo, en Islandia e Irlanda, la HTA se usa únicamente para ayudar a determinar la cobertura farmacéutica. La principal lección de las experiencias de Australia, Canadá y el Reino Unido es que la HTA ha proporcionado evidencia útil para informar las políticas de reembolso, así como mejorar el acceso de los pacientes a tratamientos rentables (Lopert y Elshaug, 2013, Clement et al.,",3,paises ocde politicas reembolso especialmente medicamentos basan hta ejemplo islandia irlanda hta usa unicamente ayudar determinar cobertura farmaceutica principal leccion experiencias australia canada reino unido hta proporcionado evidencia util informar politicas reembolso asi mejorar acceso pacientes tratamientos rentables lopert elshaug two thousand and thirteen clement et
"Desde que se descubrió la enfermedad del virus del Ébola en 1976, el brote de 2014 ha demostrado ser el más grave y complejo. Sin embargo, esas advertencias no causaron revuelo en la 67.ª Asamblea Mundial de la Salud de la Organización Mundial de la Salud (OMS) celebrada ese mismo año, y no se lanzó una respuesta internacional de inmediato. Fue solo después de agosto que el brote fue reconocido como una ""emergencia de salud pública de importancia internacional (PHEIC)"" de acuerdo con el Reglamento Sanitario Internacional (RSI).1 Sin embargo, cuando se declaró PHEIC, ya era imposible que la OMS sea la única que coordine los esfuerzos de los países para contener la epidemia. En septiembre de 2014, se creó la Misión de las Naciones Unidas para la Respuesta de Emergencia al Ébola (UNMEER) con el respaldo de la Asamblea General en su resolución 69/1 y el Consejo de Seguridad en su resolución 2177.",3,descubrio enfermedad virus ebola one thousand nine hundred and seventysix brote two thousand and fourteen demostrado ser mas grave complejo embargo advertencias causaron revuelo 67a asamblea mundial salud organizacion mundial salud oms celebrada mismo ano lanzo respuesta internacional inmediato solo despues agosto brote reconocido emergencia salud publica importancia internacional pheic acuerdo reglamento sanitario internacional rsi 1 embargo declaro pheic imposible oms unica coordine esfuerzos paises contener epidemia septiembre two thousand and fourteen creo mision naciones unidas respuesta emergencia ebola unmeer respaldo asamblea general resolucion 691 consejo seguridad resolucion two thousand one hundred and seventyseven
"Los resultados muestran que el gasto en salud tiene un efecto positivo en la reducción de la mortalidad infantil solo en los países de ingresos medianos altos y altos, mientras que en los países de ingresos bajos y medianos bajos, el gasto en salud no tiene un impacto significativo en la mortalidad infantil. Estado de salud. También se encuentra que en niveles de desarrollo más bajos, el gasto público en salud tiene un mayor efecto sobre las tasas de mortalidad que el gasto privado, mientras que en niveles altos de desarrollo el gasto privado en salud tiene un impacto positivo en la mortalidad infantil. Hoy en día, combatir este flagelo se considera un objetivo y una estrategia de política clave.",3,resultados muestran gasto salud efecto positivo reduccion mortalidad infantil solo paises ingresos medianos altos altos mientras paises ingresos bajos medianos bajos gasto salud impacto significativo mortalidad infantil salud tambien encuentra niveles desarrollo mas bajos gasto publico salud mayor efecto tasas mortalidad gasto privado mientras niveles altos desarrollo gasto privado salud impacto positivo mortalidad infantil hoy dia combatir flagelo considera objetivo estrategia politica clave
"A medida que el servicio de Fosen maduró, se creó un centro de atención intermedia, donde las personas podían ingresar durante unos días y ser atendidas por médicos de atención primaria de la comunidad que trabajaban en estrecha colaboración con los especialistas del hospital. Con el apoyo del hospital especializado, Fosen DMC está brindando un paquete integral de atención y servicios más cerca de donde viven los residentes, minimizando el tiempo de viaje, promoviendo la atención centrada en el paciente y evitando las costosas admisiones al hospital de agudos. Por ejemplo, cuando se persuadió al hospital para que ubicara a un audiólogo en Fosen DMC, sus listas pronto se llenaron, los pacientes quedaron satisfechos y se redujeron los costos de transporte de los pacientes de los que el hospital había sido responsable anteriormente. La evidencia de la satisfacción del personal se puede ver en tasas de ausencia muy bajas de alrededor del 3%.",3,medida servicio fosen maduro creo centro atencion intermedia personas podian ingresar dias ser atendidas medicos atencion primaria comunidad trabajaban estrecha colaboracion especialistas hospital apoyo hospital especializado fosen dmc brindando paquete integral atencion servicios mas cerca viven residentes minimizando tiempo viaje promoviendo atencion centrada paciente evitando costosas admisiones hospital agudos ejemplo persuadio hospital ubicara audiologo fosen dmc listas pronto llenaron pacientes quedaron satisfechos redujeron costos transporte pacientes hospital habia sido responsable anteriormente evidencia satisfaccion personal puede ver tasas ausencia bajas alrededor three
"En dos países, la relación se amplió, tres países experimentaron una mejora y un país no presentó una tendencia clara. La disparidad entre los dos grupos ha sido más persistente en el caso del retraso del crecimiento. La desnutrición, un factor del retraso en el crecimiento, refleja problemas crónicos y, por lo tanto, la deficiencia de los esfuerzos continuos relacionados con los sistemas de salud.",3,dos paises relacion amplio tres paises experimentaron mejora pais presento tendencia clara disparidad dos grupos sido mas persistente caso retraso crecimiento desnutricion factor retraso crecimiento refleja problemas cronicos deficiencia esfuerzos continuos relacionados sistemas salud
"Las contribuciones que el estado hace en su nombre se financian a través de los impuestos generales, pero ascienden a solo una cuarta parte de todos los fondos del SHI. Además, la variación entre los quintiles de ingresos fue mucho menor que en la mayoría de los demás países. En 2017, los beneficios incluyen atención para pacientes hospitalizados y ambulatorios, medicamentos recetados, rehabilitación, atención de enfermería domiciliaria y atención personal, atención dental básica, ayudas y dispositivos médicos, vacunas y exámenes de detección, atención de maternidad y tratamientos de spa.",3,contribuciones hace nombre financian traves impuestos generales ascienden solo cuarta parte fondos shi ademas variacion quintiles ingresos menor mayoria demas paises two thousand and seventeen beneficios incluyen atencion pacientes hospitalizados ambulatorios medicamentos recetados rehabilitacion atencion enfermeria domiciliaria atencion personal atencion dental basica ayudas dispositivos medicos vacunas examenes deteccion atencion maternidad tratamientos spa
"La representación y participación de los indígenas en la toma de decisiones sobre políticas, planificación y evaluación sanitarias a nivel nacional y su derecho a participar en la toma de decisiones sobre la gestión de los centros sanitarios locales son fundamentales para mejorar el acceso de los indígenas a los servicios sanitarios. Los pueblos indígenas parecen estar rezagados en todos los principales indicadores de salud empleados por las políticas y programas de salud generales existentes, incluso cuando el Estado ha realizado progresos significativos en materia de crecimiento económico y desarrollo social. Independientemente del IDH del país y de la tasa de crecimiento, los pueblos indígenas tienen una menor tasa de esperanza de vida, una mayor mortalidad infantil y en la niñez, peores resultados en salud materna y niveles más bajos de acceso a los servicios de salud proporcionados por el gobierno, incluido el desarrollo y el acceso a la información sobre la salud y los servicios de salud indígenas.",3,representacion participacion indigenas toma decisiones politicas planificacion evaluacion sanitarias nivel nacional derecho participar toma decisiones gestion centros sanitarios locales fundamentales mejorar acceso indigenas servicios sanitarios pueblos indigenas parecen rezagados principales indicadores salud empleados politicas programas salud generales existentes incluso realizado progresos significativos materia crecimiento economico desarrollo social independientemente idh pais tasa crecimiento pueblos indigenas menor tasa esperanza vida mayor mortalidad infantil ninez peores resultados salud materna niveles mas bajos acceso servicios salud proporcionados gobierno incluido desarrollo acceso informacion salud servicios salud indigenas
"Su situación empeora por la pérdida de tierras de las que dependen para obtener medicamentos. Las mujeres también corren un alto riesgo de contraer el VIH debido a la interacción con las comunidades vecinas, al riesgo de violación y de tener que intercambiar sexo por artículos de primera necesidad. El acceso a las pruebas, la atención y el tratamiento es un desafío, ya que tienen que pagar por los servicios y los trabajadores de la salud no los tratan bien.25 Se necesita una acción coordinada de todos los sectores para mejorar la salud de los pueblos batwa. El costo de acceder a las instalaciones médicas y de salud en Kenia también es costoso y, a menudo, está fuera del alcance de muchas comunidades indígenas, que pueden no tener los medios para viajar largas distancias para comprar ciertos medicamentos recetados que no están disponibles en las instalaciones de salud pública.",3,situacion empeora perdida tierras dependen obtener medicamentos mujeres tambien corren alto riesgo contraer vih debido interaccion comunidades vecinas riesgo violacion tener intercambiar sexo articulos primera necesidad acceso pruebas atencion tratamiento desafio pagar servicios trabajadores salud tratan bien25 necesita accion coordinada sectores mejorar salud pueblos batwa costo acceder instalaciones medicas salud kenia tambien costoso menudo alcance muchas comunidades indigenas pueden tener medios viajar largas distancias comprar ciertos medicamentos recetados estan disponibles instalaciones salud publica
"La buena coordinación entre los servicios y la sensibilidad a la necesidad de diferentes intensidades de tratamiento son muy importantes. Además, se reconoce cada vez más que los trastornos mentales por debajo del umbral (donde los síntomas caen por debajo de los criterios de diagnóstico del trastorno) pueden ser angustiosos e incapacitantes, particularmente si el tratamiento persistente y de baja intensidad para tales casos suele ser apropiado. Los trastornos mentales con los síntomas más graves son relativamente raros y afectan solo a una pequeña proporción de la población (véase el Capítulo 3).",3,buena coordinacion servicios sensibilidad necesidad diferentes intensidades tratamiento importantes ademas reconoce cada vez mas trastornos mentales debajo umbral sintomas caen debajo criterios diagnostico trastorno pueden ser angustiosos incapacitantes particularmente si tratamiento persistente baja intensidad tales casos suele ser apropiado trastornos mentales sintomas mas graves relativamente raros afectan solo pequena proporcion poblacion vease capitulo three
"El sistema de pago debe fomentar la interacción entre múltiples proveedores. En general, existen programas separados y distintos para la prevención de la poliomielitis, la tuberculosis, el SIDA y otras enfermedades infecciosas. A menudo, existen distintos hospitales y sistemas de entrega para atender cada enfermedad infecciosa. Esta estructura organizativa tiene sentido para las enfermedades infecciosas porque el modo de transmisión de cada enfermedad infecciosa suele ser muy diferente, la mayoría de los pacientes solo tienen una enfermedad infecciosa y pocos pacientes tienen múltiples enfermedades infecciosas.",3,sistema pago debe fomentar interaccion multiples proveedores general existen programas separados distintos prevencion poliomielitis tuberculosis sida enfermedades infecciosas menudo existen distintos hospitales sistemas entrega atender cada enfermedad infecciosa estructura organizativa enfermedades infecciosas modo transmision cada enfermedad infecciosa suele ser diferente mayoria pacientes solo enfermedad infecciosa pocos pacientes multiples enfermedades infecciosas
"Corea tiene una de las poblaciones envejecidas más rápidamente del mundo y enfermedades crónicas en aumento. Esto ya es un desafío importante para el sistema de salud, como lo ilustran los altos niveles de ingresos hospitalarios potencialmente evitables por enfermedades crónicas clave y el aumento del gasto en atención relacionada con enfermedades crónicas. Al mismo tiempo, la ausencia de un control funcional y la gran cantidad de clínicas que buscan brindar servicios más ""agudos"" a menudo hace que los pacientes se pierdan un asesoramiento al paciente menos intensivo en tecnología pero altamente rentable para prevenir y manejar su enfermedad. estado de salud. Para mejorar la calidad de la atención en el sistema de salud de Corea, los formuladores de políticas deben apoyar el crecimiento de servicios de atención primaria efectivos en las comunidades. Esto no solo requerirá más prácticas de atención primaria y una mejor remuneración para la medicina familiar, sino que también requerirá el desarrollo de una arquitectura regional para que el seguro pueda orientar la financiación a las áreas de necesidad. La recopilación de mejor información y el refuerzo de la fuerza laboral de profesionales de atención primaria son dos reformas fundamentales que se necesitarán para ayudar a desarrollar una mejor atención primaria de salud en Corea.",3,corea poblaciones envejecidas mas rapidamente mundo enfermedades cronicas aumento desafio importante sistema salud ilustran altos niveles ingresos hospitalarios potencialmente evitables enfermedades cronicas clave aumento gasto atencion relacionada enfermedades cronicas mismo tiempo ausencia control funcional gran cantidad clinicas buscan brindar servicios mas agudos menudo hace pacientes pierdan asesoramiento paciente menos intensivo tecnologia altamente rentable prevenir manejar enfermedad salud mejorar calidad atencion sistema salud corea formuladores politicas deben apoyar crecimiento servicios atencion primaria efectivos comunidades solo requerira mas practicas atencion primaria mejor remuneracion medicina familiar sino tambien requerira desarrollo arquitectura regional seguro pueda orientar financiacion areas necesidad recopilacion mejor informacion refuerzo fuerza laboral profesionales atencion primaria dos reformas fundamentales necesitaran ayudar desarrollar mejor atencion primaria salud corea
"Los hospitales terciarios especializados también se vieron muy afectados. Esto incluye el hospital nacional de niños, donde el tiempo promedio de espera para cirugÃa fue notablemente largo, de 701 dÃas. Es interesante observar que los tiempos de espera en los hospitales pertenecientes a la red aseguradora-proveedora del INS (véase el recuadro 1) suelen ser inferiores a una semana. Aunque el INS ofrece un conjunto restringido de servicios en comparación con la CCSS, sus cortos tiempos de espera incluyen la cirugía electiva.",3,hospitales terciarios especializados tambien vieron afectados incluye hospital nacional ninos tiempo promedio espera cirugaa notablemente largo seven hundred and one daas interesante observar tiempos espera hospitales pertenecientes red aseguradoraproveedora ins vease recuadro one suelen ser inferiores semana aunque ins ofrece conjunto restringido servicios comparacion ccss cortos tiempos espera incluyen cirugia electiva
"Por ejemplo, la integración de servicios en los Países Bajos contribuyó a reducir las muertes por abuso de sustancias. La experiencia de los Países Bajos también aporta algunas ideas sobre los enfoques de tratamiento del consumo de heroína, incluido el uso de opiáceos y el tratamiento con metadona (recuadro 4.4). Las áreas de interés son la adicción a la nicotina, el alcohol, las drogas y los sedantes y tranquilizantes. ",3,ejemplo integracion servicios paises bajos contribuyo reducir muertes abuso sustancias experiencia paises bajos tambien aporta ideas enfoques tratamiento consumo heroina incluido uso opiaceos tratamiento metadona recuadro 44 areas interes adiccion nicotina alcohol drogas sedantes tranquilizantes
