Textos_espanol;sdg
Desde 2008 se ha creado un nuevo servicio, que ya está implantado en todos los CCG. Se ha formado a un nuevo personal, con 4.934 profesionales formados en los últimos cinco cursos académicos. Más de 2,4 millones de personas han iniciado un tratamiento y más de 1,4 millones lo han completado. Más de 1 millón de pacientes se han recuperado, y la tasa de recuperación actual es del 44,8% (cuarto trimestre de 2013/14).;3
En los países de la OCDE, la gama de tratamientos que puede emplear el profesional varía. Por ejemplo, en el tratamiento de la depresión, la mayoría de los médicos de atención primaria de los países de la OCDE pueden iniciar y ajustar la prescripción de antidepresivos, y en la mayoría de los países esto incluye tanto los triciclicos como los ISRS. En algunos países, como Corea, los médicos de atención primaria no pueden recetar ISRS.;3
Para esas personas, los gastos de bolsillo suponen una media del 78% de los ingresos medios anuales en las zonas rurales, incluso con el nuevo sistema de seguros. Durante la mayor parte de la década hasta 2003, el número de visitas a los centros médicos (hospitales) de los municipios había ido disminuyendo, mientras que en las zonas urbanas no existía una institución similar. Los dos nuevos regímenes basados en el seguro se acompañaron de una estrategia para orientar a la población hacia los centros existentes en los municipios y crear nuevos centros sanitarios comunitarios urbanos a nivel de comité de barrio. ;3
Dio prioridad a la prevención del VIH, así como al tratamiento, la atención y el apoyo a los enfermos de VIH/SIDA. El NASCP se sustituyÃ³ por un programa de control del sida mÃ¡s amplio, compuesto por el ComitÃ© Presidencial sobre el Sida y el multisectorial ComitÃ© de AcciÃ³n Nacional sobre el Sida (NACA) para coordinar los programas de VIH/sida a nivel federal. Nigeria tambiÃ©n consiguiÃ³ atraer fondos del Banco Mundial, la Agencia de Estados Unidos para el Desarrollo Internacional, el Departamento de Desarrollo Internacional del Reino Unido, la FundaciÃ³n Bill y Melinda Gates y la FundaciÃ³n Ford.;3
La introducción estratégica de las TIC para apoyar al sector de la salud es compleja y requiere tanto una planificación cuidadosa como una colaboración multisectorial. Una estrategia de eSalud eficaz debe presentar el contexto estratégico para la introducción de la eSalud y los componentes de eSalud necesarios para cumplir los objetivos nacionales de eSalud. Para desarrollar una estrategia de eSalud sólida es fundamental reconocer que la eSalud representa un esfuerzo de colaboración entre los sectores de la salud, la tecnología de la información y las telecomunicaciones, además de requerir la participación activa de los sectores público y privado. El indicador propuesto para esta medida es el porcentaje de países con una estrategia de eSalud, siendo la meta el 100% de los países para 2020.;3
Suiza y el Reino Unido, con duraciones de hospitalización comparativamente largas, también han experimentado una fuerte disminución en los últimos años, convergiendo con los promedios de otros países. Algunos países, p. Noruega o Dinamarca tienen estancias extremadamente cortas con una duración media inferior a cinco días, lo que indica diferencias fundamentales entre países en cuanto a sus estrategias de atención de la salud mental. Además, un metanálisis de Cochrane en 2000 no encontró mayores riesgos de reingreso de los ingresos planificados a corto plazo de pacientes con enfermedades mentales graves (Johnstone y Zolese, 2000).;3
Un incidente de gran importancia en la historia de la atención de la salud mental en Japón fue el ataque con cuchillo del entonces embajador de EE. UU. en Japón, Edwin Reischauer, por parte de una persona con esquizofrenia en 1964. Este ataque generó una alarma pública significativa y contribuyó a aumentar el estigma de las enfermedades mentales. , impulsado por una campaña en los medios de comunicación, además de los altos niveles existentes de estigma dirigido hacia los trastornos mentales. Este incidente también contribuyó a la revisión de 1965 de la Ley de Higiene Mental discutida anteriormente. En 1993, la Ley de Salud Mental fue enmendada nuevamente, con un enfoque particular en la atención en la comunidad, incluida la autorización de la construcción de hogares grupales en la comunidad para personas con trastornos mentales (Tatara y Okamoto, 2009). La Ley de Atención de Salud Comunitaria introducida en 1994 y apoyó aún más el establecimiento de un sistema de salud mental basado en la comunidad.;3
La reducción de la mortalidad infantil ha sido más lenta en la India, la Federación de Rusia y los Estados Unidos. También se observan diferencias significativas en las tasas de mortalidad infantil entre los distintos grupos raciales de Estados Unidos, siendo las mujeres afroamericanas las que tienen más probabilidades de dar a luz a bebés de alto riesgo y bajo peso al nacer (NCHS, 2011). No se dispone de datos correspondientes a 1970 para Israel y Sudáfrica. También influyen otros factores, como una mejor nutrición, saneamiento y vivienda, sobre todo en los países con economías en desarrollo. También hay diferencias notables en la esperanza de vida entre países de la OCDE con ingresos per cápita similares, como Japón y Dinamarca. ;3
Aquellos con dicho acceso tienen un 195% más de probabilidades de reportar buena salud que aquellos con acceso limitado. Esto subraya la importancia de uno de los objetivos clave relacionados con el bienestar y la salud en la vejez: la capacidad de acceder a servicios integrales de salud y la adecuación de los servicios a las necesidades y condiciones económicas de las personas. También se incluyeron en el modelo el lugar de residencia y el estado civil (no significativo).;3
Esto incluyó funcionarios gubernamentales de finanzas y salud, a nivel nacional y provincial, y expertos en políticas de salud del sector privado y académico. Después de esta visita se llevaron a cabo reuniones y conferencias telefónicas adicionales. Los resultados de salud de la población han mejorado en conjunto, gracias en parte a los aumentos graduales en el gasto en salud a lo largo del tiempo.;3
Todas las funciones necesarias en torno a la seguridad del paciente, como el desarrollo, el establecimiento de estándares, el seguimiento y el control y el apoyo a las mejoras de seguridad en la práctica, están implementadas en Dinamarca. Sin embargo, formalmente, se espera que todos los hospitales israelíes recopilen información sobre infecciones y lo informen al Ministerio de Salud. El Ministerio es responsable de analizar los datos para luego desarrollar planes de prevención o mejora. Esta información se proporciona al público en informes resumidos anuales sin revelar la identidad del hospital.;3
El primero captura información más precisa sobre condiciones particulares, mientras que el segundo permite comparar los resultados de los pacientes en una variedad de condiciones. Los pacientes completan encuestas antes y 3-6 meses después de un procedimiento quirúrgico para evaluar si la intervención mejoró su salud. Los datos a nivel de hospital se informan públicamente, con un ajuste de combinación de casos aplicado para garantizar que se puedan realizar comparaciones significativas entre hospitales. Entre las áreas clínicas que utilizan PROM se encuentran la atención cardíaca, el cáncer de mama y el reumatismo, así como la atención de la fractura de cadera y la cirugía de columna. El propósito es evaluar si los pacientes necesitan chequeos, pruebas y otros tratamientos para promover una atención de alto valor.;3
Aunque los hospitales públicos están nominalmente repartidos por todo el país. En respuesta, el Ministerio de Sanidad ha obtenido la aprobación de la UE para detener las exportaciones paralelas de vacunas durante un periodo limitado (2017). También hay algunas pruebas anecdóticas de que el coste está creando un obstáculo importante para el acceso a determinados tratamientos nuevos. Se espera que las reformas reduzcan el gasto farmacéutico y mejoren la financiación general del sistema sanitario.;3
Los resultados clínicos candidatos podrían ser, por ejemplo, las tasas de reingreso, la prevalencia de complicaciones de las cirugías o la tasa de mortalidad de la intervención coronaria percutánea. Una última opción sería ampliar la cobertura de los costos hospitalarios pagados bajo el componente DPC, como las pruebas clínicas y los diagnósticos que se realizan en los departamentos de pacientes ambulatorios (particularmente cuando los pacientes ingresan más tarde). Al mismo tiempo, las autoridades japonesas podrían querer aprovechar el programa de tarifas para introducir incentivos financieros más fuertes para impulsar la mejora en la calidad de la atención aguda.;3
El primer elemento clave para construir la integración vertical es contar con un sistema de información sólido que garantice el intercambio de información entre proveedores y entre niveles asistenciales. La interoperabilidad de los sistemas de informaciÃ³n es esencial para conectar a los profesionales y servicios sanitarios con el fin de coordinar la atenciÃ³n al paciente (vÃ©ase la LecciÃ³n 10). El sistema de informaciÃ³n de Noruega no se estableciÃ³ para apoyar el intercambio de informaciÃ³n entre la atenciÃ³n primaria, los municipios y los hospitales. En particular, la informaciÃ³n sobre la calidad de la atenciÃ³n primaria a nivel local era prÃ¡cticamente inexistente al inicio de la reforma de coordinaciÃ³n. En vista de ello, los sistemas de pago deberían recompensar la atención multidisciplinar y la gestión de las enfermedades crónicas, que, como se ha mencionado anteriormente, son componentes básicos de la atención integrada. En Noruega se aplicaron incentivos adecuados hasta 2015 para animar a los servicios sanitarios a adoptar la integración y promover una asistencia de alta calidad y centrada en el paciente.;3
De manera similar, anteriormente existían estándares de acreditación personalizados para sectores específicos (como el cuidado de personas mayores y las instalaciones de cuidados paliativos), pero han caído en desuso. Hasta 2008, el Ministerio de Salud ejecutó un programa con la CCSS para evaluar los servicios de atención primaria, incluida la satisfacción del paciente, y los resultados se hicieron públicos a nivel de establecimiento. Esto también se abandonó, aunque el marco de desempeño de la atención primaria descrito anteriormente lo ha rectificado.;3
"Sin embargo, la incidencia de intentos de suicidio con medicamentos fue alta en Nuuk, especialmente entre las mujeres. La incidencia más alta de intentos de suicidio con medicamentos se observó entre las mujeres del grupo de edad de 15 a 19 años, quienes, como se mencionó anteriormente, tenían la autopercepción de salud más baja. En 2007 se propuso el primer programa de salud pública en Groenlandia, Inuuneritta (""tengamos una buena vida"").";3
Sin embargo, los planes para expandir la telesalud deben estar respaldados por la infraestructura necesaria para facilitar esta tecnología. Los esquemas de asistencia para viajes de pacientes deben evaluarse y refinarse para garantizar la coherencia nacional en torno a los requisitos de elegibilidad y los niveles de reembolso. Como se destacó anteriormente, los diferentes criterios hacen que los pacientes sean elegibles en algunos estados pero no en otros. Un enfoque que refleje mejor los costos reales de los viajes haría que el esquema fuera más equitativo y ayudaría a los pacientes a moverse más fácilmente.;3
Con la descentralización del poder político y el cambio hacia el federalismo financiero, la planificación de la asistencia sanitaria, la organización de la oferta sanitaria y el desarrollo de estrategias de calidad son en gran medida responsabilidad de las regiones a través de los departamentos regionales de sanidad. Más allá de su papel legislativo, el nivel regional también tiene funciones ejecutivas que se llevan a cabo a través del Departamento de Salud regional. Basándose en el Patto per la Salute, el Piano Sanitario Nazionale y en las necesidades sanitarias regionales, los gobiernos regionales elaboran sus propios planes regionales de salud, que también son planes trienales.;3
La Compensación por enfermedad se otorga a adultos de 30 años o más sobre la misma base, excepto que son beneficios por incapacidad permanente (a diferencia del beneficio temporal de tres años como en la Compensación por actividad). Según el Informe Nacional de Salud Pública de Suecia de 2012, los trastornos mentales, incluidas afecciones como la depresión, la esquizofrenia, el síndrome de fatiga crónica, las discapacidades mentales, los trastornos de la personalidad y el abuso de drogas, combinados con los trastornos musculoesqueléticos representan el 76% de todas las nuevas solicitudes de discapacidad entre mujeres, y el 65% de reclamos similares entre hombres en 2006 (Junta Nacional de Salud y Bienestar, 2012). Los problemas más comúnmente diagnosticados entre estas condiciones son la depresión, los trastornos de adaptación, las reacciones al estrés y los trastornos de ansiedad.;3
Es evidente que no existe una relación unívoca entre las funciones de asistencia sanitaria y las categorías de provisión y financiación. El mismo tipo de bienes y servicios de asistencia sanitaria puede consumirse de distintos tipos de proveedores y, al mismo tiempo, adquirirse utilizando diversos tipos de esquemas de financiación. Pero para lograr la perspectiva triaxial (consumo-provisión-financiación), el punto de partida es medir el consumo (véase el capítulo 4), que en un enfoque funcional sanitario describe el consumo directo de la población según el tipo de finalidad sanitaria. Los límites de la asistencia sanitaria se establecen en función de este propósito de consumo.;3
Esto impulsó una nueva legislación en 2016 que ahora hace que el acceso a la atención médica sea un derecho para todos los ciudadanos griegos y brinda una cobertura integral no solo a ellos, sino también a los inmigrantes irregulares y refugiados (ver también el Cuadro 3). Anteriormente, los diferentes fondos SHI basados ​​en la ocupación tenían sus propias tasas de cotización y paquetes de beneficios, lo que generaba un acceso fragmentado y desigual a los servicios. Hoy, el paquete de beneficios públicos es relativamente amplio y los servicios dentales se han agregado bajo la legislación que establece el nuevo sistema de atención primaria. Solo en 2015, el estado y las organizaciones no gubernamentales se ocuparon de aproximadamente 870 000 recién llegados, brindándoles alojamiento, alimentos y la asistencia médica requerida.;3
Estas cifras plantean preguntas importantes sobre por qué el éxito ha variado tanto entre países y en qué medida los sistemas y políticas de atención de la salud ayudan a explicar esta variación. Numerosos estudios han demostrado que los niveles crecientes de obesidad y diabetes están reduciendo nuestra capacidad para avanzar más en la reducción de la carga de ECV. Algunos estudios muestran que el patrón de disminución de la mortalidad está llegando a su fin o incluso revirtiéndose entre algunos grupos de población, en particular los grupos de edad más jóvenes (Wilson y Siskind.,;3
El Gobierno danés debería colaborar con universidades, grupos de especialidades y regiones para revisar la estructura de los centros de investigación médica y asegurarse de que evolucionan para aprovechar al máximo las oportunidades que ofrecen los hospitales especializados de mayor tamaño. Por ejemplo, sin perder su valiosa función generalista, podría estudiarse una mayor especialización de algunos médicos de familia. Los médicos de familia interesados podrían desarrollar competencias ampliadas en áreas clínicas definidas (por ejemplo, dermatología, otorrinolaringología, pediatría, obstetricia y ginecología).;3
Del mismo modo, en el caso del ictus, la letalidad en los 30 días siguientes al ingreso hospitalario es la tercera más alta de la OCDE (11,8 por cada 100 pacientes), tras México y Eslovenia. Estos datos señalan la necesidad de dar prioridad a las iniciativas de seguimiento y mejora. La recopilación y notificación pública de medidas de calidad sigue siendo insuficiente, incluso en el sector privado. Esto podría mitigar los esfuerzos para seguir impulsando la mejora de la calidad de los servicios sanitarios.;3
Los parches transdérmicos se utilizan para el dolor crónico, mientras que la dosificación transmucosa se emplea para el dolor irruptivo del cáncer. Según los resultados del estudio, se determinó que ocho estrategias tenían un gran impacto en la prevención del desvío de opiáceos de venta con receta en los programas de tratamiento de la dependencia de opiáceos. Esas medidas incluían: (a) supervisar el consumo entre los pacientes con más probabilidades de uso indebido o desvío, al tiempo que se suministraba medicación prolongada para llevar a casa sólo a los pacientes cuando su dosis y situación social fueran estables y que aceptaran formulaciones disuasorias del abuso, y (b) restringir las formulaciones para llevar a casa que pudieran poner en riesgo a los niños por exposición involuntaria. ;3
Aunque el conocimiento del VIH/SIDA es bueno en Swazilandia, esto no se correlaciona con el uso de condones. Más del 50 por ciento de los hombres y mujeres adultos que informaron haber tenido más de dos parejas sexuales en el año anterior usaron un condón la última vez que tuvieron relaciones sexuales (ONUSIDA, 2007). Una de las principales diferencias identificadas en la propagación en estos países probablemente se deba a los diferentes tipos de VIH.;3
El Observatorio Nacional de Buenas Prácticas para la Seguridad del Paciente de Italia promueve el intercambio y el aprendizaje a partir de los acontecimientos adversos (cont.) El aprendizaje de estos talleres se consolida y se plasma en recomendaciones nacionales aplicables en todo el país, que se publican en el portal del Observatorio. El siguiente paso, la aplicación regional de estas recomendaciones, cuenta con el apoyo de AGENAS, la autoridad nacional encargada de apoyar la I+AP para mejorar la calidad de la asistencia sanitaria.;3
Muchos países africanos han avanzado lentamente en este sentido o han experimentado un estancamiento de las tasas de mortalidad neonatal. La situación es peor para las grandes poblaciones rurales de África, que tienen un acceso y una utilización deficientes de los servicios de salud materna y neonatal. Los problemas de salud derivados del consumo peligroso de alcohol se manifiestan en forma de afecciones agudas y crónicas, y las consecuencias sociales adversas son frecuentes cuando se asocian al consumo de alcohol (Organización Mundial de la Salud, 2010).;3
También ha habido un número creciente de personas que mueren a causa de la diabetes, relacionado con la creciente prevalencia de la diabetes tipo II, siendo la mortalidad una de las más altas de la UE. El número de personas que mueren de Alzheimer y otras demencias se ha más que triplicado desde el año 2000, lo que también refleja el envejecimiento de la población, un mejor diagnóstico y la falta de tratamientos efectivos, así como una codificación más precisa. Estos son los principales problemas de salud que, si bien no son fatales, tienen graves consecuencias que limitan la vida.;3
La pérdida de productividad en Estados Unidos como consecuencia de la no participación laboral es significativa: 120.000 millones de dólares (o el 0,9% del PIB) en 2011, lo que supone el 62% de todos los costes relacionados con las drogas. Estudios similares realizados en Australia y Canadá identificaron pérdidas del 0,3% del PIB y del 0,4% del PIB, respectivamente. En esos dos países, se estimó que el coste de la pérdida de productividad era 8 y 3 veces mayor, respectivamente, que los costes relacionados con la salud debidos a la morbilidad, la atención ambulatoria, las visitas al médico y otras consecuencias relacionadas.;3
En el Reino Unido, los ADE pueden representar el 4% de la capacidad hospitalaria con un coste estimado de 706 millones de euros cada año. Las fallas en la seguridad en la atención primaria/ambulatoria resultan con mayor frecuencia en el ingreso hospitalario, la fuente más importante de costos directos. La hospitalización por cinco afecciones crónicas comunes27 que se pueden manejar en el entorno primario/ambulatorio representa una proporción sustancial de los recursos hospitalarios. La cifra principal es aproximadamente el 6% de todos los días de cama en un panel de 27 países de la OCDE.;3
El portal PNE permite comparaciones sofisticadas de indicadores de calidad de atención y es altamente personalizable, lo que hace posible la selección de parámetros específicos para la evaluación comparativa. Sin embargo, solo los usuarios registrados pueden acceder al sistema a través de credenciales reservadas. Los resultados del PNE han sido reportados de diversas maneras por los medios de comunicación, en términos de comparación del desempeño hospitalario dentro y entre las regiones.;3
Fue creado en 2013/14 mediante la fusión de tres subvenciones anteriores. Se financia una amplia gama de proyectos de infraestructura de salud, incluidos grandes proyectos para modernizar la infraestructura y el equipo hospitalario, proyectos generales de mantenimiento e infraestructura en hospitales más pequeños, y la renovación y mejora de las facultades y escuelas de enfermería. Permite trasladar las actividades docentes de los hospitales centrales a los regionales y distritales. Las subvenciones condicionales están diseñadas para reflejar las necesidades diferenciales entre provincias.;3
Si bien la mayoría de las personas con trastornos mentales comunes tienen un empleo, la tasa de empleo de las personas con un trastorno mental común (CMD) es de 10 a 15 puntos porcentuales más baja que la población sin un TMC (OCDE, 2012). Se ha encontrado que la depresión está altamente correlacionada con la pobreza (Brown, 2012) (Figura 2.1). Una gran cantidad de publicaciones subrayan las pérdidas financieras como resultado de la reducción de la producción relacionada con los trastornos mentales, incluido el Capítulo 1 de esta publicación (Centro de Salud Mental, 2010, OCDE, 2012).;3
Los puntos de datos fuera del círculo promedio indican que el grupo o el país bajo escrutinio se desempeña mejor que el promedio de la OCDE. Los datos mostrados son simples desviaciones del promedio de la OCDE. La legislación (Ley de Atención Primaria de Salud) exige que los municipios cuenten con un centro de salud que brinde servicios de atención primaria de salud.;3
Estos valiosos esfuerzos han incluido, en particular, información sobre los médicos por especialidad. En Finlandia, por ejemplo, la planificación de la mano de obra sanitaria forma parte de un ejercicio de planificación de la mano de obra para toda la economía, en lugar de ser específica para cada ocupación. El principal objetivo de la planificación global de la mano de obra es asesorar sobre la admisión de estudiantes de educación terciaria, para lograr un mejor equilibrio entre la oferta y la demanda futuras de mano de obra. Mientras tanto, Japón ha llevado a cabo un análisis de médicos, enfermeros, trabajadores de cuidados de larga duración, farmacéuticos y otros trabajadores sanitarios (Ono et al., Estos esfuerzos deben continuar y ampliarse para incluir a otras partes de la mano de obra, como los profesionales sanitarios aliados.;3
En Honduras, los servicios específicos de atención primaria están incluidos en el paquete básico de salud para comunidades desfavorecidas, mientras que Uruguay tiene un protocolo de atención y diagnóstico para personas mayores en el nivel de atención primaria. Incluye diversos tipos de asistencia brindada en sus residencias para permitirles permanecer en su hogar y en su propio entorno. Una de las principales ventajas de estos servicios es que reducen los costos de institucionalización y hospitalización a la vez que retardan el deterioro funcional asociado a la vejez. Los países del Caribe de habla inglesa parecen tener una experiencia más amplia en la prestación de servicios sociales y de salud para las personas mayores.;3
La evidencia, sin embargo, es menos confiable que la evidencia correspondiente para fumar. Sin embargo, los costos de atención médica y productividad asociados con patrones dietéticos específicos y alimentos específicos son discutibles debido a las relaciones poco claras entre la dieta y los resultados de salud futuros. Se desconoce en gran medida la rentabilidad de las intervenciones diseñadas para cambiar los comportamientos de salud.;3
Estos comportamientos están relacionados con varias enfermedades importantes, por ejemplo, enfermedades circulatorias y respiratorias, y diferentes formas de cáncer y, según los cálculos publicados por la OMS (OMS, 2009, Tabla 1, países de renta alta), son responsables de más de cinco millones de muertes anuales en los países de renta alta de todo el mundo. Más concretamente, los cálculos de la OMS sugieren que el 68% de las muertes y el 44% de los años de vida ajustados en función de la discapacidad están causados por un riesgo para la salud modificable (países de ingresos altos). En el último medio siglo se han producido grandes cambios en el comportamiento de la población en relación con la salud. Cabe esperar que algunos de estos cambios -por ejemplo, la disminución de la prevalencia del tabaquismo en varios países- hayan tenido efectos beneficiosos para la salud.;3
En comparación con otros países nórdicos, el gasto sanitario fue el segundo más alto después de Denmar k. Del gasto neto total en servicios de salud y atención médica en los consejos de condado y regiones suecas en 2010 (202.000 millones de coronas suecas), la atención psiquiátrica especializada representó el 8%, excluidos los productos farmacéuticos (SALAR, 201 la). En términos de gasto sanitario total, la cuota de los seguros privados es marginal, representando apenas el 0,1% en 2000, que sólo aumentó al 0,3% en 2010 (OCDE, 2012b). Por lo general, proporciona una cobertura complementaria (principalmente cobertura para cirugía electiva) al sistema sanitario público. En 2010, 382 000 personas tenían un seguro voluntario complementario, frente a unas 103 000 personas en 2000 (Anell et al.,;3
Los resultados tambiÃ©n apuntan al hecho de que los sÃntomas y el funcionamiento laboral son dos Ã¡reas diferentes, con una mejora del funcionamiento laboral sustancialmente por detrÃ¡s de la mejora de los sÃntomas. Sin embargo, debido a la prevalencia mucho mayor de trastornos leves y moderados en la población general, es probable que su impacto global supere la carga derivada de las enfermedades mentales graves. Esto ya fue constatado hace más de veinte años por Broadhead et al. ( De nuevo, debido a su elevada prevalencia, las formas más leves de depresión representaron una cantidad mucho mayor del total de días de discapacidad.;3
El exceso de mortalidad por esquizofrenia aumentó un 11% de 2006 a 2011 (OCDE, 2014a). Menos del 1% de la población sueca desarrolla trastorno bipolar. También se ha observado que los trastornos bipolares son ligeramente más prevalentes entre las mujeres (Eliasson y Jonsson, 2008, Cullberg, 2005). El exceso de mortalidad por trastorno bipolar en Suecia aumentó un 21% de 2006 a 2011, mientras que el 15,7% de los pacientes con trastorno bipolar reingresan en el mismo hospital en los 30 días siguientes al alta (OCDE, 2014a). La tasa de prevalencia de los trastornos mentales también varía mucho según el grupo de edad, el sexo y el nivel educativo, como se muestra en la figura 1.;3
Como resultado, los mecanismos de incentivos para los genéricos son costosos (Cour des comptes, 2014c). Reequilibrar parte del apoyo actual a los genéricos hacia más pagos a los farmacéuticos por servicios de atención como asesoramiento, coordinación entre proveedores de atención, seguimiento y entrenamiento de pacientes, reduciría la dependencia de sus ingresos de las ventas farmacéuticas y recompensaría su asesoramiento. función. Esto podría estar asociado con una mayor expansión de sus misiones de atención de la salud pública, en particular para el seguimiento de pacientes con enfermedades crónicas, según lo previsto en una ley de 2009 (Loi hopital,patients, sante, territoires), que aún debe aplicarse en su totalidad. La CNAMTS introdujo tales incentivos a través de su esquema de pago por desempeño en 2009 y los mejoró un poco en 2012.;3
Los programas eficaces de cribado de estos cánceres pueden ayudar a detectarlos en una fase temprana y reducir potencialmente la mortalidad. También se han introducido puestos de enfermería especializados en diabetes y cuidados cardíacos para grupos de pacientes crónicos. En 2003 se introdujo una lista de actividades por las que los centros de atención primaria reciben una pequeña retribución, que complementa el sistema de reembolso basado principalmente en la capitación.;3
Dichos análisis ayudan a comprender cómo evolucionaron las formas nocivas de consumo de alcohol a lo largo del tiempo, y a identificar qué grupos de población tienen más probabilidades de involucrarse y cuáles se ven más afectados por el consumo ocasional de alcohol peligroso y excesivo. Este trabajo contribuye al diseño de estrategias políticas apropiadas para reducir el consumo nocivo de alcohol. Alcohol Alcohol 44:229-43. El efecto del consumo de alcohol en los ingresos.;3
Mediante la transferencia de tecnología, se debe ayudar a los países en desarrollo a desarrollar su capacidad para producir medicamentos genéricos para el mercado interno y asegurar la amplia disponibilidad y accesibilidad de dichos medicamentos. Para satisfacer el aumento sustancial de la demanda de vacunas, antibióticos y otros productos durante la próxima década y más allá, la comunidad internacional debe fortalecer los mecanismos mundiales, regionales y locales para la producción, el control de calidad y la adquisición de esos artículos, en la medida de lo posible, en los países en desarrollo. . La comunidad internacional debe facilitar la cooperación regional en la fabricación, control de calidad y distribución de vacunas.;3
Dentro del sistema de salud existen dos modelos diferentes para evaluar el constructo “funcionamiento/discapacidad”: el enfoque de “actividades de la vida diaria (AVD)” (o modelo de Katz/Barthel), y el enfoque de “Funcionamiento” (ICF) desarrollado por la OMS. El ICF fue desarrollado para proporcionar un marco más integral, basado en la visión de una condición de salud o enfermedad como la interacción de la función y las estructuras corporales, las actividades y la participación, que a su vez se ven afectadas por factores sociales y ambientales. También se destaca la importancia de la participación como resultado (OMS, 2001).;3
"Del mismo modo, un estudio del Fondo de la Commonwealth sobre programas de gestión de la atención que abarcaban distintos entornos asistenciales y contaban con la participación de equipos interdisciplinares a lo largo de todo el proceso asistencial reveló que los enfoques multifacéticos y que abarcaban distintos límites se asociaban a una reducción del uso del hospital y de los reingresos (McCarthy et al., Las reformas emprendidas hasta la fecha reflejan claramente este hecho. Además, el fortalecimiento de la atención primaria sigue recibiendo el apoyo del Programa Estatal de Desarrollo Sanitario de la República de Kazajstán ""Densaulyk"" para 2016 - 2019. Entre las medidas clave previstas figuran la reducción del tamaño de las listas de pacientes para los generalistas, de las 2 200 actuales a 1 500, y la mayor delegación de tareas en los enfermeros.";3
En 2010, el 44% de todas las consultas públicas se realizaron en servicios de emergencia (43,5% en hospitales y 56,5% en áreas de salud), de las cuales el 60% resultaron no ser emergencias reales. En comparación, las visitas no urgentes a un departamento de emergencias (ED) representaron casi el 12 % de todas las visitas a los ED en los Estados Unidos, 20 % en Italia, 25 % en Canadá, 31 % en Portugal, 32 % en Australia y 56 % en Belgica. La CCSS presentó una iniciativa nacional para hacer frente a las largas listas de espera en abril de 2014.;3
"De hecho, si bien un aumento en la proporción de grupos de mayor edad tiende a impulsar el gasto en atención médica porque las necesidades de salud aumentan con la edad, las ganancias en longevidad podrían traducirse en un ""envejecimiento saludable"". Sin embargo, para la atención a largo plazo, puede haber menos de una compensación: es poco probable que la longevidad adicional reduzca la dependencia, y los costos de atención a largo plazo se concentran en los grupos de edad muy avanzada, cuyo número aumentará más. tamaño de la elasticidad agregada del gasto en salud per cápita al PIB per cápita La hipótesis de que la atención médica es un bien ""superior"" generalmente se rechaza en base al análisis de microdatos donde se encuentra que el gasto en salud es relativamente inelástico al ingreso individual (lo que implica que la salud es una â€œnecesidadâ€ , aunque las estimaciones pueden ser borrosas por el alcance de la cobertura del seguro). Además, la evidencia de que la elasticidad agregada es significativamente mayor que la unidad no es muy sólida (ver Oliveira Martins y de la Maisonneuve, 2006, Anexo 2B). Como resultado, las simulaciones financieras a largo plazo generalmente asumen una elasticidad de ingreso agregado dentro del rango de 1.0-1.2.";3
En el Caribe, los países han empezado a desempeñar un papel cada vez más importante como puntos de distribución secundarios para los envíos de cocaína a Europa.26 La impunidad, la corrupción y la debilidad de las instituciones socavan los esfuerzos de control de drogas y el Estado de derecho en la región, a pesar de los intentos de reformar los sistemas judiciales y de aplicación de la ley. Las actividades de narcotráfico se llevan a cabo a menudo bajo la protección de bandas locales (maras) que operan en zonas fronterizas, especialmente en El Salvador, Guatemala y Honduras. Hay indicios de que se han establecido vínculos entre los cárteles de la droga y las organizaciones delictivas que operan en la región. El narcotráfico se ha convertido en una importante amenaza para la seguridad y está contribuyendo al aumento del consumo de drogas en la subregión.;3
Ecuador, Haití, Nicaragua y Paraguay, por ejemplo, tienen un gasto público en salud por debajo del 50%, un alto gasto de bolsillo y una proporción muy baja de personas mayores. Dado que el ritmo de envejecimiento de la población en estos países será muy rápido, y que además deberán enfrentar el atraso epidemiológico en medio de una pobreza generalizada, la desprotección en salud definitivamente se agudizará a menos que se introduzcan medidas para fortalecer el sistema público. La inequidad, por otro lado, se deriva de tener que hacer pagos de bolsillo para acceder a los servicios de salud o comprar medicamentos (Titelman, 2000).;3
En Colombia, el Plan Obligatorio de Salud Subsidiado (POSS) para personas mayores permite que todas las personas de 45 años en adelante se sometan a un examen médico completo y pruebas de laboratorio cada cinco años para detectar a tiempo enfermedades prevenibles. Si bien estos paquetes no son la solución para las principales enfermedades, sin duda son ejemplos que pueden replicarse y extenderse a países que aún tienen un largo camino por recorrer en la defensa del derecho universal a la salud. Según la OMS (2003), por lo tanto, es vital reforzar los sistemas de salud y establecer prioridades para el desarrollo de los sistemas de salud si se quieren abordar tales brechas. Diagnóstico y tratamiento de urgencias médicas y quirúrgicas (máx.;3
En cambio, su objetivo es captar los diferentes tipos de reformas, así como identificar algunos enfoques comunes que se han implementado en muchos países. Reducir los precios pagados por la atención médica financiada con fondos públicos (por ejemplo, recortes en el precio de los productos médicos y los salarios). Sin embargo, varios países han introducido nuevos arreglos financieros para ampliar las bases de ingresos, crear una mayor flexibilidad y equidad en el financiamiento de la atención de la salud.;3
